Task 1 Model 1:
0 ['2.300']
10 ['2.298']
20 ['2.272']
30 ['2.243']
40 ['2.184']
50 ['2.098']
60 ['1.977']
70 ['1.717']
80 ['1.450']
90 ['1.352']
100 ['1.113']
110 ['0.859']
120 ['0.729']
130 ['0.863']
140 ['0.585']
150 ['0.563']
160 ['0.562']
170 ['0.513']
180 ['0.498']
190 ['0.469']
200 ['0.491']
210 ['0.546']
220 ['0.339']
230 ['0.339']
240 ['0.337']
250 ['0.264']
260 ['0.390']
270 ['0.304']
280 ['0.300']
290 ['0.469']
300 ['0.485']
310 ['0.221']
320 ['0.418']
330 ['0.269']
340 ['0.280']
350 ['0.396']
360 ['0.257']
370 ['0.441']
380 ['0.261']
390 ['0.203']
400 ['0.304']
410 ['0.196']
420 ['0.351']
430 ['0.391']
440 ['0.168']
450 ['0.229']
460 ['0.399']
Train: [1][469/469]	loss 0.255 (0.756)	Acc@1 93.750 (80.000)
Test model 1 on task 1
Test: [3/3]	loss 0.328 (0.308)	Acc@1 90.597 (91.110)
############################################################ Avg acc: 91.11
Task 2 Model 1:
0 ['0.314', '3.115']
230 ['2.147', '2.205']
240 ['2.156', '2.080']
250 ['2.157', '2.176']
260 ['2.155', '2.015']
270 ['2.156', '2.160']
280 ['2.163', '2.051']
290 ['2.168', '2.072']
300 ['2.170', '1.917']
310 ['2.168', '2.183']
320 ['2.171', '2.052']
330 ['2.174', '2.154']
340 ['2.177', '2.164']
350 ['2.185', '2.070']
360 ['2.184', '2.176']
370 ['2.190', '1.953']
380 ['2.193', '1.991']
390 ['2.197', '1.883']
400 ['2.200', '1.947']
410 ['2.202', '2.230']
420 ['2.204', '1.871']
430 ['2.202', '2.068']
440 ['2.206', '1.926']
450 ['2.211', '1.832']
460 ['2.212', '2.010']
Train: [1][469/469]	loss 0.089 (0.098)	Acc@1 33.333 (24.645)
Test model 1 on task 1
Test: [3/3]	loss 0.431 (0.433)	Acc@1 87.279 (86.140)
Test model 1 on task 2
Test: [3/3]	loss 0.432 (0.450)	Acc@1 86.781 (86.150)
Test model 1 on task 3
Test: [3/3]	loss 0.451 (0.450)	Acc@1 86.449 (86.580)
Test model 1 on task 4
Test: [3/3]	loss 0.503 (0.505)	Acc@1 85.619 (84.990)
Test model 1 on task 5
Test: [3/3]	loss 0.525 (0.521)	Acc@1 84.513 (84.530)
Test model 1 on task 6
Test: [3/3]	loss 0.549 (0.552)	Acc@1 81.692 (83.230)
Test model 1 on task 7
Test: [3/3]	loss 0.554 (0.534)	Acc@1 83.794 (84.210)
Test model 1 on task 8
Test: [3/3]	loss 0.567 (0.583)	Acc@1 83.739 (83.120)
Test model 1 on task 9
Test: [3/3]	loss 0.603 (0.617)	Acc@1 82.246 (82.240)
Test model 1 on task 10
Test: [3/3]	loss 0.627 (0.620)	Acc@1 82.412 (81.930)
Test model 1 on task 11
Test: [3/3]	loss 0.651 (0.670)	Acc@1 82.356 (81.150)
Test model 1 on task 12
Test: [3/3]	loss 0.703 (0.713)	Acc@1 79.148 (78.830)
Test model 1 on task 13
Test: [3/3]	loss 0.743 (0.712)	Acc@1 78.319 (78.930)
Test model 1 on task 14
Test: [3/3]	loss 0.740 (0.730)	Acc@1 78.485 (78.220)
Test model 1 on task 15
Test: [3/3]	loss 0.733 (0.742)	Acc@1 78.595 (77.900)
Test model 1 on task 16
Test: [3/3]	loss 0.816 (0.828)	Acc@1 74.613 (74.850)
Test model 1 on task 17
Test: [3/3]	loss 0.802 (0.803)	Acc@1 74.226 (75.140)
Test model 1 on task 18
Test: [3/3]	loss 0.810 (0.848)	Acc@1 73.949 (72.970)
Test model 1 on task 19
Test: [3/3]	loss 0.847 (0.870)	Acc@1 74.723 (73.080)
Test model 1 on task 20
Test: [3/3]	loss 0.947 (0.921)	Acc@1 70.409 (71.550)
Test model 1 on task 21
Test: [3/3]	loss 0.975 (0.982)	Acc@1 70.188 (69.600)
Test model 1 on task 22
Test: [3/3]	loss 0.936 (0.949)	Acc@1 71.737 (69.980)
Test model 1 on task 23
Test: [3/3]	loss 0.978 (0.985)	Acc@1 69.524 (69.400)
Test model 1 on task 24
Test: [3/3]	loss 1.027 (1.050)	Acc@1 68.971 (68.160)
Test model 1 on task 25
Test: [3/3]	loss 1.084 (1.071)	Acc@1 65.597 (66.660)
Test model 1 on task 26
Test: [3/3]	loss 1.134 (1.112)	Acc@1 63.496 (64.470)
Test model 1 on task 27
Test: [3/3]	loss 1.055 (1.074)	Acc@1 67.312 (66.460)
Test model 1 on task 28
Test: [3/3]	loss 1.188 (1.172)	Acc@1 61.670 (62.340)
Test model 1 on task 29
Test: [3/3]	loss 1.155 (1.149)	Acc@1 64.436 (63.950)
Test model 1 on task 30
Test: [3/3]	loss 1.181 (1.180)	Acc@1 61.449 (61.640)
Test model 1 on task 31
Test: [3/3]	loss 1.270 (1.310)	Acc@1 60.066 (57.580)
Test model 1 on task 32
Test: [3/3]	loss 1.318 (1.312)	Acc@1 56.969 (58.420)
Test model 1 on task 33
Test: [3/3]	loss 1.322 (1.293)	Acc@1 55.310 (57.170)
Test model 1 on task 34
Test: [3/3]	loss 1.470 (1.448)	Acc@1 52.102 (52.270)
Test model 1 on task 35
Test: [3/3]	loss 1.386 (1.386)	Acc@1 52.710 (51.400)
Test model 1 on task 36
Test: [3/3]	loss 1.427 (1.474)	Acc@1 51.825 (49.410)
Test model 1 on task 37
Test: [3/3]	loss 1.364 (1.350)	Acc@1 51.715 (53.230)
Test model 1 on task 38
Test: [3/3]	loss 1.470 (1.486)	Acc@1 51.438 (49.820)
Test model 1 on task 39
Test: [3/3]	loss 1.433 (1.419)	Acc@1 50.830 (51.550)
Test model 1 on task 40
Test: [3/3]	loss 1.579 (1.592)	Acc@1 44.856 (44.260)
Test model 1 on task 41
Test: [3/3]	loss 1.644 (1.654)	Acc@1 39.602 (39.620)
Test model 1 on task 42
Test: [3/3]	loss 1.691 (1.697)	Acc@1 41.814 (42.360)
Test model 1 on task 43
Test: [3/3]	loss 1.777 (1.780)	Acc@1 37.223 (37.390)
Test model 1 on task 44
Test: [3/3]	loss 1.778 (1.774)	Acc@1 37.113 (37.630)
Test model 1 on task 45
Test: [3/3]	loss 1.841 (1.859)	Acc@1 35.343 (36.120)
############################################################ Avg acc: 66.37
Task 46 Model 1:
0 ['1.859', '3.829']
10 ['1.927', '3.109']
20 ['2.050', '2.639']
30 ['2.110', '2.749']
40 ['2.114', '2.577']
50 ['2.118', '2.500']
60 ['2.118', '2.523']
70 ['2.122', '2.442']
80 ['2.135', '2.517']
90 ['2.140', '2.484']
100 ['2.136', '2.370']
110 ['2.143', '2.506']
120 ['2.147', '2.449']
130 ['2.152', '2.345']
140 ['2.157', '2.303']
150 ['2.163', '2.427']
160 ['2.162', '2.238']
170 ['2.162', '2.593']
180 ['2.167', '2.552']
190 ['2.162', '2.381']
200 ['2.166', '2.209']
210 ['2.172', '2.238']
220 ['2.173', '2.463']
230 ['2.176', '2.288']
240 ['2.176', '2.404']
250 ['2.179', '2.012']
260 ['2.190', '2.215']
270 ['2.195', '2.294']
280 ['2.198', '2.046']
290 ['2.200', '2.087']
300 ['2.199', '2.070']
310 ['2.200', '2.142']
320 ['2.210', '2.139']
330 ['2.217', '2.173']
340 ['2.215', '2.106']
350 ['2.218', '2.143']
360 ['2.221', '2.219']
370 ['2.226', '2.215']
380 ['2.226', '2.055']
390 ['2.225', '1.887']
400 ['2.229', '2.103']
410 ['2.240', '2.018']
420 ['2.241', '2.136']
430 ['2.243', '2.097']
440 ['2.252', '1.924']
450 ['2.255', '1.896']
460 ['2.255', '1.843']
Train: [1][469/469]	loss 0.091 (0.097)	Acc@1 31.250 (25.925)
Test model 1 on task 1
Test: [3/3]	loss 0.415 (0.432)	Acc@1 86.892 (86.070)
Test model 1 on task 2
Test: [3/3]	loss 0.474 (0.450)	Acc@1 86.117 (86.320)
Test model 1 on task 3
Test: [3/3]	loss 0.410 (0.451)	Acc@1 88.219 (86.590)
Test model 1 on task 4
Test: [3/3]	loss 0.520 (0.506)	Acc@1 84.679 (85.000)
Test model 1 on task 5
Test: [3/3]	loss 0.505 (0.520)	Acc@1 85.398 (84.490)
Test model 1 on task 6
Test: [3/3]	loss 0.535 (0.552)	Acc@1 83.905 (83.210)
Test model 1 on task 7
Test: [3/3]	loss 0.516 (0.535)	Acc@1 85.619 (84.330)
Test model 1 on task 8
Test: [3/3]	loss 0.605 (0.586)	Acc@1 82.301 (83.120)
Test model 1 on task 9
Test: [3/3]	loss 0.624 (0.618)	Acc@1 82.743 (82.230)
Test model 1 on task 10
Test: [3/3]	loss 0.617 (0.622)	Acc@1 81.416 (81.890)
Test model 1 on task 11
Test: [3/3]	loss 0.658 (0.671)	Acc@1 82.190 (80.960)
Test model 1 on task 12
Test: [3/3]	loss 0.713 (0.714)	Acc@1 78.816 (78.750)
Test model 1 on task 13
Test: [3/3]	loss 0.728 (0.715)	Acc@1 78.208 (78.910)
Test model 1 on task 14
Test: [3/3]	loss 0.718 (0.730)	Acc@1 79.148 (78.260)
Test model 1 on task 15
Test: [3/3]	loss 0.766 (0.746)	Acc@1 76.604 (77.900)
Test model 1 on task 16
Test: [3/3]	loss 0.798 (0.829)	Acc@1 75.553 (74.820)
Test model 1 on task 17
Test: [3/3]	loss 0.847 (0.807)	Acc@1 72.677 (74.930)
Test model 1 on task 18
Test: [3/3]	loss 0.847 (0.850)	Acc@1 72.400 (72.900)
Test model 1 on task 19
Test: [3/3]	loss 0.867 (0.872)	Acc@1 73.617 (73.070)
Test model 1 on task 20
Test: [3/3]	loss 0.943 (0.922)	Acc@1 69.524 (71.380)
Test model 1 on task 21
Test: [3/3]	loss 0.983 (0.982)	Acc@1 69.967 (69.730)
Test model 1 on task 22
Test: [3/3]	loss 0.955 (0.950)	Acc@1 70.575 (69.920)
Test model 1 on task 23
Test: [3/3]	loss 0.952 (0.986)	Acc@1 70.077 (69.350)
Test model 1 on task 24
Test: [3/3]	loss 1.053 (1.051)	Acc@1 68.473 (68.210)
Test model 1 on task 25
Test: [3/3]	loss 1.053 (1.071)	Acc@1 67.035 (66.670)
Test model 1 on task 26
Test: [3/3]	loss 1.097 (1.112)	Acc@1 65.487 (64.500)
Test model 1 on task 27
Test: [3/3]	loss 1.062 (1.075)	Acc@1 67.257 (66.150)
Test model 1 on task 28
Test: [3/3]	loss 1.139 (1.170)	Acc@1 64.878 (62.520)
Test model 1 on task 29
Test: [3/3]	loss 1.165 (1.144)	Acc@1 64.325 (64.070)
Test model 1 on task 30
Test: [3/3]	loss 1.151 (1.177)	Acc@1 63.662 (61.920)
Test model 1 on task 31
Test: [3/3]	loss 1.330 (1.311)	Acc@1 57.688 (57.670)
Test model 1 on task 32
Test: [3/3]	loss 1.309 (1.316)	Acc@1 59.569 (58.460)
Test model 1 on task 33
Test: [3/3]	loss 1.300 (1.293)	Acc@1 57.246 (57.020)
Test model 1 on task 34
Test: [3/3]	loss 1.472 (1.446)	Acc@1 51.106 (52.300)
Test model 1 on task 35
Test: [3/3]	loss 1.386 (1.384)	Acc@1 50.442 (51.320)
Test model 1 on task 36
Test: [3/3]	loss 1.489 (1.470)	Acc@1 48.175 (49.500)
Test model 1 on task 37
Test: [3/3]	loss 1.386 (1.346)	Acc@1 52.378 (53.490)
Test model 1 on task 38
Test: [3/3]	loss 1.440 (1.478)	Acc@1 51.051 (50.020)
Test model 1 on task 39
Test: [3/3]	loss 1.431 (1.417)	Acc@1 51.162 (51.570)
Test model 1 on task 40
Test: [3/3]	loss 1.597 (1.586)	Acc@1 43.971 (44.410)
Test model 1 on task 41
Test: [3/3]	loss 1.662 (1.645)	Acc@1 40.431 (40.100)
Test model 1 on task 42
Test: [3/3]	loss 1.697 (1.698)	Acc@1 43.031 (42.410)
Test model 1 on task 43
Test: [3/3]	loss 1.740 (1.779)	Acc@1 38.883 (37.540)
Test model 1 on task 44
Test: [3/3]	loss 1.766 (1.771)	Acc@1 37.223 (37.830)
Test model 1 on task 45
Test: [3/3]	loss 1.831 (1.841)	Acc@1 38.551 (36.560)
Test model 1 on task 46
Test: [3/3]	loss 1.912 (1.933)	Acc@1 36.394 (34.710)
############################################################ Avg acc: 65.72
Task 47 Model 1:
0 ['1.944', '3.273']
10 ['2.027', '2.832']
20 ['2.123', '3.078']
30 ['2.193', '2.792']
40 ['2.212', '2.671']
50 ['2.220', '2.637']
60 ['2.222', '2.562']
70 ['2.223', '2.649']
80 ['2.226', '2.700']
90 ['2.229', '2.447']
100 ['2.227', '2.527']
110 ['2.242', '2.358']
120 ['2.240', '2.403']
130 ['2.244', '2.364']
140 ['2.246', '2.284']
150 ['2.252', '2.414']
160 ['2.258', '2.303']
170 ['2.277', '2.334']
180 ['2.277', '2.230']
190 ['2.273', '2.298']
200 ['2.282', '2.346']
210 ['2.284', '2.206']
220 ['2.281', '2.211']
230 ['2.283', '2.076']
240 ['2.285', '2.187']
250 ['2.283', '2.109']
260 ['2.286', '2.187']
270 ['2.286', '2.214']
280 ['2.290', '2.029']
290 ['2.295', '2.029']
300 ['2.302', '2.109']
310 ['2.307', '2.075']
320 ['2.308', '2.075']
330 ['2.308', '2.156']
340 ['2.305', '2.049']
350 ['2.325', '2.125']
360 ['2.349', '1.996']
370 ['2.332', '2.033']
380 ['2.314', '1.946']
390 ['2.319', '1.840']
400 ['2.324', '2.072']
410 ['2.322', '1.888']
420 ['2.328', '2.005']
430 ['2.336', '2.144']
440 ['2.337', '2.004']
450 ['2.340', '1.959']
460 ['2.338', '1.917']
Train: [1][469/469]	loss 0.086 (0.097)	Acc@1 44.792 (23.387)
Test model 1 on task 1
Test: [3/3]	loss 0.427 (0.432)	Acc@1 85.896 (86.120)
Test model 1 on task 2
Test: [3/3]	loss 0.451 (0.450)	Acc@1 86.670 (86.270)
Test model 1 on task 3
Test: [3/3]	loss 0.437 (0.451)	Acc@1 87.500 (86.580)
Test model 1 on task 4
Test: [3/3]	loss 0.509 (0.507)	Acc@1 84.790 (85.070)
Test model 1 on task 5
Test: [3/3]	loss 0.523 (0.522)	Acc@1 84.624 (84.540)
Test model 1 on task 6
Test: [3/3]	loss 0.528 (0.552)	Acc@1 84.181 (83.320)
Test model 1 on task 7
Test: [3/3]	loss 0.553 (0.537)	Acc@1 83.352 (84.230)
Test model 1 on task 8
Test: [3/3]	loss 0.595 (0.587)	Acc@1 82.688 (83.080)
Test model 1 on task 9
Test: [3/3]	loss 0.584 (0.620)	Acc@1 83.905 (82.270)
Test model 1 on task 10
Test: [3/3]	loss 0.598 (0.622)	Acc@1 83.075 (81.970)
Test model 1 on task 11
Test: [3/3]	loss 0.640 (0.672)	Acc@1 81.139 (80.960)
Test model 1 on task 12
Test: [3/3]	loss 0.736 (0.716)	Acc@1 78.761 (78.820)
Test model 1 on task 13
Test: [3/3]	loss 0.758 (0.716)	Acc@1 77.600 (78.860)
Test model 1 on task 14
Test: [3/3]	loss 0.740 (0.731)	Acc@1 77.323 (78.260)
Test model 1 on task 15
Test: [3/3]	loss 0.722 (0.749)	Acc@1 79.038 (77.680)
Test model 1 on task 16
Test: [3/3]	loss 0.817 (0.828)	Acc@1 75.498 (74.850)
Test model 1 on task 17
Test: [3/3]	loss 0.822 (0.811)	Acc@1 74.115 (74.850)
Test model 1 on task 18
Test: [3/3]	loss 0.874 (0.850)	Acc@1 72.456 (72.950)
Test model 1 on task 19
Test: [3/3]	loss 0.870 (0.872)	Acc@1 72.677 (72.940)
Test model 1 on task 20
Test: [3/3]	loss 0.905 (0.924)	Acc@1 71.626 (71.440)
Test model 1 on task 21
Test: [3/3]	loss 0.962 (0.984)	Acc@1 70.631 (69.600)
Test model 1 on task 22
Test: [3/3]	loss 0.938 (0.949)	Acc@1 70.465 (70.010)
Test model 1 on task 23
Test: [3/3]	loss 0.967 (0.985)	Acc@1 70.077 (69.390)
Test model 1 on task 24
Test: [3/3]	loss 1.042 (1.050)	Acc@1 68.252 (68.170)
Test model 1 on task 25
Test: [3/3]	loss 1.045 (1.068)	Acc@1 68.750 (66.680)
Test model 1 on task 26
Test: [3/3]	loss 1.148 (1.107)	Acc@1 63.662 (64.620)
Test model 1 on task 27
Test: [3/3]	loss 1.072 (1.076)	Acc@1 65.763 (66.190)
Test model 1 on task 28
Test: [3/3]	loss 1.173 (1.171)	Acc@1 62.445 (62.510)
Test model 1 on task 29
Test: [3/3]	loss 1.133 (1.145)	Acc@1 65.874 (64.070)
Test model 1 on task 30
Test: [3/3]	loss 1.170 (1.175)	Acc@1 61.892 (62.060)
Test model 1 on task 31
Test: [3/3]	loss 1.275 (1.305)	Acc@1 59.569 (57.910)
Test model 1 on task 32
Test: [3/3]	loss 1.332 (1.315)	Acc@1 58.960 (58.530)
Test model 1 on task 33
Test: [3/3]	loss 1.336 (1.288)	Acc@1 55.144 (57.250)
Test model 1 on task 34
Test: [3/3]	loss 1.476 (1.443)	Acc@1 51.549 (52.400)
Test model 1 on task 35
Test: [3/3]	loss 1.421 (1.381)	Acc@1 50.332 (51.440)
Test model 1 on task 36
Test: [3/3]	loss 1.466 (1.475)	Acc@1 48.728 (49.210)
Test model 1 on task 37
Test: [3/3]	loss 1.355 (1.344)	Acc@1 53.153 (53.610)
Test model 1 on task 38
Test: [3/3]	loss 1.475 (1.467)	Acc@1 49.502 (50.140)
Test model 1 on task 39
Test: [3/3]	loss 1.441 (1.417)	Acc@1 49.447 (51.540)
Test model 1 on task 40
Test: [3/3]	loss 1.589 (1.584)	Acc@1 44.690 (44.600)
Test model 1 on task 41
Test: [3/3]	loss 1.658 (1.644)	Acc@1 39.049 (40.400)
Test model 1 on task 42
Test: [3/3]	loss 1.730 (1.691)	Acc@1 41.372 (42.690)
Test model 1 on task 43
Test: [3/3]	loss 1.767 (1.769)	Acc@1 37.223 (37.820)
Test model 1 on task 44
Test: [3/3]	loss 1.775 (1.762)	Acc@1 37.666 (38.010)
Test model 1 on task 45
Test: [3/3]	loss 1.807 (1.834)	Acc@1 37.555 (36.960)
Test model 1 on task 46
Test: [3/3]	loss 1.901 (1.929)	Acc@1 35.841 (34.900)
Test model 1 on task 47
Test: [3/3]	loss 1.912 (1.930)	Acc@1 35.398 (34.530)
############################################################ Avg acc: 65.11
Task 48 Model 1:
0 ['1.926', '2.948']
10 ['2.975', '2.670']
20 ['92.136', '2.536']
30 ['7702.842', '5.497']
40 ['626326.062', '22.429']
50 ['50115688.000', '70.718']
60 ['4003345408.000', '55.905']
70 ['319772360704.000', '332.327']
80 ['25542199869440.000', '5684.365']
90 ['2040213886992384.000', '740150.625']
100 ['13754149721692914339702795912385396736.000', 'inf']
110 ['inf', 'nan']
120 ['inf', 'nan']
130 ['inf', 'nan']
140 ['inf', 'nan']
150 ['inf', 'nan']
160 ['inf', 'nan']
170 ['inf', 'nan']
180 ['inf', 'nan']
190 ['inf', 'nan']
200 ['inf', 'nan']
210 ['inf', 'nan']
220 ['inf', 'nan']
230 ['inf', 'nan']
240 ['inf', 'nan']
250 ['inf', 'nan']
260 ['inf', 'nan']
270 ['inf', 'nan']
280 ['inf', 'nan']
290 ['inf', 'nan']
300 ['inf', 'nan']
310 ['inf', 'nan']
320 ['inf', 'nan']
330 ['inf', 'nan']
340 ['inf', 'nan']
350 ['inf', 'nan']
360 ['inf', 'nan']
370 ['inf', 'nan']
380 ['inf', 'nan']
390 ['inf', 'nan']
400 ['inf', 'nan']
410 ['inf', 'nan']
420 ['inf', 'nan']
430 ['inf', 'nan']
440 ['inf', 'nan']
450 ['inf', 'nan']
460 ['inf', 'nan']
Train: [1][469/469]	loss nan (nan)	Acc@1 13.542 (11.125)
Test model 1 on task 1
Test: [3/3]	loss nan (nan)	Acc@1 11.228 (11.350)
Test model 1 on task 2
Test: [3/3]	loss nan (nan)	Acc@1 10.288 (11.350)
Test model 1 on task 3
Test: [3/3]	loss nan (nan)	Acc@1 10.896 (11.350)
Test model 1 on task 4
Test: [3/3]	loss nan (nan)	Acc@1 10.730 (11.350)
Test model 1 on task 5
Test: [3/3]	loss nan (nan)	Acc@1 10.288 (11.350)
Test model 1 on task 6
Test: [3/3]	loss nan (nan)	Acc@1 11.836 (11.350)
Test model 1 on task 7
Test: [3/3]	loss nan (nan)	Acc@1 10.343 (11.350)
Test model 1 on task 8
Test: [3/3]	loss nan (nan)	Acc@1 10.343 (11.350)
Test model 1 on task 9
Test: [3/3]	loss nan (nan)	Acc@1 11.560 (11.350)
Test model 1 on task 10
Test: [3/3]	loss nan (nan)	Acc@1 11.117 (11.350)
Test model 1 on task 11
Test: [3/3]	loss nan (nan)	Acc@1 11.947 (11.350)
Test model 1 on task 12
Test: [3/3]	loss nan (nan)	Acc@1 10.951 (11.350)
Test model 1 on task 13
Test: [3/3]	loss nan (nan)	Acc@1 10.785 (11.350)
Test model 1 on task 14
Test: [3/3]	loss nan (nan)	Acc@1 11.394 (11.350)
Test model 1 on task 15
Test: [3/3]	loss nan (nan)	Acc@1 11.560 (11.350)
Test model 1 on task 16
Test: [3/3]	loss nan (nan)	Acc@1 12.168 (11.350)
Test model 1 on task 17
Test: [3/3]	loss nan (nan)	Acc@1 10.785 (11.350)
Test model 1 on task 18
Test: [3/3]	loss nan (nan)	Acc@1 11.504 (11.350)
Test model 1 on task 19
Test: [3/3]	loss nan (nan)	Acc@1 10.896 (11.350)
Test model 1 on task 20
Test: [3/3]	loss nan (nan)	Acc@1 11.449 (11.350)
Test model 1 on task 21
Test: [3/3]	loss nan (nan)	Acc@1 12.445 (11.350)
Test model 1 on task 22
Test: [3/3]	loss nan (nan)	Acc@1 9.458 (11.350)
Test model 1 on task 23
Test: [3/3]	loss nan (nan)	Acc@1 11.449 (11.350)
Test model 1 on task 24
Test: [3/3]	loss nan (nan)	Acc@1 10.896 (11.350)
Test model 1 on task 25
Test: [3/3]	loss nan (nan)	Acc@1 11.338 (11.350)
Test model 1 on task 26
Test: [3/3]	loss nan (nan)	Acc@1 11.670 (11.350)
Test model 1 on task 27
Test: [3/3]	loss nan (nan)	Acc@1 10.564 (11.350)
Test model 1 on task 28
Test: [3/3]	loss nan (nan)	Acc@1 9.126 (11.350)
Test model 1 on task 29
Test: [3/3]	loss nan (nan)	Acc@1 10.398 (11.350)
Test model 1 on task 30
Test: [3/3]	loss nan (nan)	Acc@1 10.564 (11.350)
Test model 1 on task 31
Test: [3/3]	loss nan (nan)	Acc@1 11.007 (11.350)
Test model 1 on task 32
Test: [3/3]	loss nan (nan)	Acc@1 11.228 (11.350)
Test model 1 on task 33
Test: [3/3]	loss nan (nan)	Acc@1 12.113 (11.350)
Test model 1 on task 34
Test: [3/3]	loss nan (nan)	Acc@1 11.228 (11.350)
Test model 1 on task 35
Test: [3/3]	loss nan (nan)	Acc@1 12.168 (11.350)
Test model 1 on task 36
Test: [3/3]	loss nan (nan)	Acc@1 11.670 (11.350)
Test model 1 on task 37
Test: [3/3]	loss nan (nan)	Acc@1 11.007 (11.350)
Test model 1 on task 38
Test: [3/3]	loss nan (nan)	Acc@1 11.504 (11.350)
Test model 1 on task 39
Test: [3/3]	loss nan (nan)	Acc@1 11.670 (11.350)
Test model 1 on task 40
Test: [3/3]	loss nan (nan)	Acc@1 11.504 (11.350)
Test model 1 on task 41
Test: [3/3]	loss nan (nan)	Acc@1 10.564 (11.350)
Test model 1 on task 42
Test: [3/3]	loss nan (nan)	Acc@1 11.394 (11.350)
Test model 1 on task 43
Test: [3/3]	loss nan (nan)	Acc@1 11.781 (11.350)
Test model 1 on task 44
Test: [3/3]	loss nan (nan)	Acc@1 12.168 (11.350)
Test model 1 on task 45
Test: [3/3]	loss nan (nan)	Acc@1 11.394 (11.350)
Test model 1 on task 46
Test: [3/3]	loss nan (nan)	Acc@1 11.338 (11.350)
Test model 1 on task 47
Test: [3/3]	loss nan (nan)	Acc@1 10.011 (11.350)
Test model 1 on task 48
Test: [3/3]	loss nan (nan)	Acc@1 11.449 (11.350)
############################################################ Avg acc: 11.35
Task 49 Model 1:
0 ['inf', 'nan']
10 ['inf', 'nan']
20 ['inf', 'nan']
30 ['inf', 'nan']
40 ['inf', 'nan']
50 ['inf', 'nan']
60 ['inf', 'nan']
70 ['inf', 'nan']
80 ['inf', 'nan']
90 ['inf', 'nan']
100 ['inf', 'nan']
110 ['inf', 'nan']
120 ['inf', 'nan']
130 ['inf', 'nan']
140 ['inf', 'nan']
150 ['inf', 'nan']
160 ['inf', 'nan']
170 ['inf', 'nan']
180 ['inf', 'nan']
190 ['inf', 'nan']
200 ['inf', 'nan']
210 ['inf', 'nan']
220 ['inf', 'nan']
230 ['inf', 'nan']
240 ['inf', 'nan']
250 ['inf', 'nan']
260 ['inf', 'nan']
270 ['inf', 'nan']
280 ['inf', 'nan']
290 ['inf', 'nan']
300 ['inf', 'nan']
310 ['inf', 'nan']
320 ['inf', 'nan']
330 ['inf', 'nan']
340 ['inf', 'nan']
350 ['inf', 'nan']
360 ['inf', 'nan']
370 ['inf', 'nan']
380 ['inf', 'nan']
390 ['inf', 'nan']
400 ['inf', 'nan']
410 ['inf', 'nan']
420 ['inf', 'nan']
430 ['inf', 'nan']
440 ['inf', 'nan']
450 ['inf', 'nan']
460 ['inf', 'nan']
Train: [1][469/469]	loss nan (nan)	Acc@1 8.333 (11.237)
Test model 1 on task 1
Test: [3/3]	loss nan (nan)	Acc@1 11.007 (11.350)
Test model 1 on task 2
Test: [3/3]	loss nan (nan)	Acc@1 11.338 (11.350)
Test model 1 on task 3
Test: [3/3]	loss nan (nan)	Acc@1 11.726 (11.350)
Test model 1 on task 4
Test: [3/3]	loss nan (nan)	Acc@1 11.228 (11.350)
Test model 1 on task 5
Test: [3/3]	loss nan (nan)	Acc@1 12.168 (11.350)
Test model 1 on task 6
Test: [3/3]	loss nan (nan)	Acc@1 10.841 (11.350)
Test model 1 on task 7
Test: [3/3]	loss nan (nan)	Acc@1 12.445 (11.350)
Test model 1 on task 8
Test: [3/3]	loss nan (nan)	Acc@1 10.951 (11.350)
Test model 1 on task 9
Test: [3/3]	loss nan (nan)	Acc@1 11.726 (11.350)
Test model 1 on task 10
Test: [3/3]	loss nan (nan)	Acc@1 11.283 (11.350)
Test model 1 on task 11
Test: [3/3]	loss nan (nan)	Acc@1 12.389 (11.350)
Test model 1 on task 12
Test: [3/3]	loss nan (nan)	Acc@1 11.892 (11.350)
Test model 1 on task 13
Test: [3/3]	loss nan (nan)	Acc@1 11.615 (11.350)
Test model 1 on task 14
Test: [3/3]	loss nan (nan)	Acc@1 11.892 (11.350)
Test model 1 on task 15
Test: [3/3]	loss nan (nan)	Acc@1 10.454 (11.350)
Test model 1 on task 16
Test: [3/3]	loss nan (nan)	Acc@1 10.951 (11.350)
Test model 1 on task 17
Test: [3/3]	loss nan (nan)	Acc@1 11.117 (11.350)
Test model 1 on task 18
Test: [3/3]	loss nan (nan)	Acc@1 11.338 (11.350)
Test model 1 on task 19
Test: [3/3]	loss nan (nan)	Acc@1 10.398 (11.350)
Test model 1 on task 20
Test: [3/3]	loss nan (nan)	Acc@1 10.564 (11.350)
Test model 1 on task 21
Test: [3/3]	loss nan (nan)	Acc@1 11.670 (11.350)
Test model 1 on task 22
Test: [3/3]	loss nan (nan)	Acc@1 10.951 (11.350)
Test model 1 on task 23
Test: [3/3]	loss nan (nan)	Acc@1 11.062 (11.350)
Test model 1 on task 24
Test: [3/3]	loss nan (nan)	Acc@1 12.666 (11.350)
Test model 1 on task 25
Test: [3/3]	loss nan (nan)	Acc@1 11.449 (11.350)
Test model 1 on task 26
Test: [3/3]	loss nan (nan)	Acc@1 10.730 (11.350)
Test model 1 on task 27
Test: [3/3]	loss nan (nan)	Acc@1 11.560 (11.350)
Test model 1 on task 28
Test: [3/3]	loss nan (nan)	Acc@1 12.334 (11.350)
Test model 1 on task 29
